artifact,check,status,detail,observed,expected
results/high_fidelity_benchmark.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,126791,>0 bytes
results/high_fidelity_benchmark.csv,csv_parse,pass,CSV parsed,594 rows; 19 columns,
results/high_fidelity_benchmark.csv,csv_nonempty_rows,pass,CSV has data rows,594,>0
results/high_fidelity_benchmark.csv,csv_unique_columns,pass,column names are unique,,
results/high_fidelity_policy_results.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,62830,>0 bytes
results/high_fidelity_policy_results.csv,csv_parse,pass,CSV parsed,336 rows; 10 columns,
results/high_fidelity_policy_results.csv,csv_nonempty_rows,pass,CSV has data rows,336,>0
results/high_fidelity_policy_results.csv,csv_unique_columns,pass,column names are unique,,
results/learned_outcome_axis_weights.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1485,>0 bytes
results/learned_outcome_axis_weights.csv,csv_parse,pass,CSV parsed,15 rows; 3 columns,
results/learned_outcome_axis_weights.csv,csv_nonempty_rows,pass,CSV has data rows,15,>0
results/learned_outcome_axis_weights.csv,csv_unique_columns,pass,column names are unique,,
results/learned_outcome_model_eval.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,893,>0 bytes
results/learned_outcome_model_eval.csv,csv_parse,pass,CSV parsed,6 rows; 8 columns,
results/learned_outcome_model_eval.csv,csv_nonempty_rows,pass,CSV has data rows,6,>0
results/learned_outcome_model_eval.csv,csv_unique_columns,pass,column names are unique,,
results/learned_outcome_predictions.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,3090676,>0 bytes
results/learned_outcome_predictions.csv,csv_parse,pass,CSV parsed,23040 rows; 10 columns,
results/learned_outcome_predictions.csv,csv_nonempty_rows,pass,CSV has data rows,23040,>0
results/learned_outcome_predictions.csv,csv_unique_columns,pass,column names are unique,,
results/method_deltas_vs_bodyshield.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,6590,>0 bytes
results/method_deltas_vs_bodyshield.csv,csv_parse,pass,CSV parsed,27 rows; 15 columns,
results/method_deltas_vs_bodyshield.csv,csv_nonempty_rows,pass,CSV has data rows,27,>0
results/method_deltas_vs_bodyshield.csv,csv_unique_columns,pass,column names are unique,,
results/mujoco_residual_policy_eval.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1956,>0 bytes
results/mujoco_residual_policy_eval.csv,csv_parse,pass,CSV parsed,9 rows; 14 columns,
results/mujoco_residual_policy_eval.csv,csv_nonempty_rows,pass,CSV has data rows,9,>0
results/mujoco_residual_policy_eval.csv,csv_unique_columns,pass,column names are unique,,
results/mujoco_residual_policy_gate_ablation.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,3229,>0 bytes
results/mujoco_residual_policy_gate_ablation.csv,csv_parse,pass,CSV parsed,16 rows; 15 columns,
results/mujoco_residual_policy_gate_ablation.csv,csv_nonempty_rows,pass,CSV has data rows,16,>0
results/mujoco_residual_policy_gate_ablation.csv,csv_unique_columns,pass,column names are unique,,
results/mujoco_residual_policy_rollouts.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,53469,>0 bytes
results/mujoco_residual_policy_rollouts.csv,csv_parse,pass,CSV parsed,252 rows; 17 columns,
results/mujoco_residual_policy_rollouts.csv,csv_nonempty_rows,pass,CSV has data rows,252,>0
results/mujoco_residual_policy_rollouts.csv,csv_unique_columns,pass,column names are unique,,
results/mujoco_residual_policy_weights.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,3241,>0 bytes
results/mujoco_residual_policy_weights.csv,csv_parse,pass,CSV parsed,44 rows; 4 columns,
results/mujoco_residual_policy_weights.csv,csv_nonempty_rows,pass,CSV has data rows,44,>0
results/mujoco_residual_policy_weights.csv,csv_unique_columns,pass,column names are unique,,
results/neural_wam_eval.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1436,>0 bytes
results/neural_wam_eval.csv,csv_parse,pass,CSV parsed,9 rows; 9 columns,
results/neural_wam_eval.csv,csv_nonempty_rows,pass,CSV has data rows,9,>0
results/neural_wam_eval.csv,csv_unique_columns,pass,column names are unique,,
results/neural_wam_rollouts.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1403159,>0 bytes
results/neural_wam_rollouts.csv,csv_parse,pass,CSV parsed,6912 rows; 13 columns,
results/neural_wam_rollouts.csv,csv_nonempty_rows,pass,CSV has data rows,6912,>0
results/neural_wam_rollouts.csv,csv_unique_columns,pass,column names are unique,,
results/neural_wam_training_curve.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,612,>0 bytes
results/neural_wam_training_curve.csv,csv_parse,pass,CSV parsed,9 rows; 6 columns,
results/neural_wam_training_curve.csv,csv_nonempty_rows,pass,CSV has data rows,9,>0
results/neural_wam_training_curve.csv,csv_unique_columns,pass,column names are unique,,
results/nominal_vs_robustness_radius.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1060,>0 bytes
results/nominal_vs_robustness_radius.csv,csv_parse,pass,CSV parsed,10 rows; 5 columns,
results/nominal_vs_robustness_radius.csv,csv_nonempty_rows,pass,CSV has data rows,10,>0
results/nominal_vs_robustness_radius.csv,csv_unique_columns,pass,column names are unique,,
results/oracle_feasibility.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,8443,>0 bytes
results/oracle_feasibility.csv,csv_parse,pass,CSV parsed,60 rows; 7 columns,
results/oracle_feasibility.csv,csv_nonempty_rows,pass,CSV has data rows,60,>0
results/oracle_feasibility.csv,csv_unique_columns,pass,column names are unique,,
results/paper_source_audit.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,2979,>0 bytes
results/paper_source_audit.csv,csv_parse,pass,CSV parsed,20 rows; 6 columns,
results/paper_source_audit.csv,csv_nonempty_rows,pass,CSV has data rows,20,>0
results/paper_source_audit.csv,csv_unique_columns,pass,column names are unique,,
results/public_pretrained_checkpoint_benchmark.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,8842,>0 bytes
results/public_pretrained_checkpoint_benchmark.csv,csv_parse,pass,CSV parsed,12 rows; 18 columns,
results/public_pretrained_checkpoint_benchmark.csv,csv_nonempty_rows,pass,CSV has data rows,12,>0
results/public_pretrained_checkpoint_benchmark.csv,csv_unique_columns,pass,column names are unique,,
results/public_pretrained_checkpoint_delta.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,520,>0 bytes
results/public_pretrained_checkpoint_delta.csv,csv_parse,pass,CSV parsed,6 rows; 5 columns,
results/public_pretrained_checkpoint_delta.csv,csv_nonempty_rows,pass,CSV has data rows,6,>0
results/public_pretrained_checkpoint_delta.csv,csv_unique_columns,pass,column names are unique,,
results/public_pretrained_checkpoint_rollouts.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,10464,>0 bytes
results/public_pretrained_checkpoint_rollouts.csv,csv_parse,pass,CSV parsed,60 rows; 14 columns,
results/public_pretrained_checkpoint_rollouts.csv,csv_nonempty_rows,pass,CSV has data rows,60,>0
results/public_pretrained_checkpoint_rollouts.csv,csv_unique_columns,pass,column names are unique,,
results/public_pretrained_checkpoint_tuning.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,875,>0 bytes
results/public_pretrained_checkpoint_tuning.csv,csv_parse,pass,CSV parsed,6 rows; 8 columns,
results/public_pretrained_checkpoint_tuning.csv,csv_nonempty_rows,pass,CSV has data rows,6,>0
results/public_pretrained_checkpoint_tuning.csv,csv_unique_columns,pass,column names are unique,,
results/real_video_wam_readiness.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1166,>0 bytes
results/real_video_wam_readiness.csv,csv_parse,pass,CSV parsed,2 rows; 17 columns,
results/real_video_wam_readiness.csv,csv_nonempty_rows,pass,CSV has data rows,2,>0
results/real_video_wam_readiness.csv,csv_unique_columns,pass,column names are unique,,
results/real_video_wam_results.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,495,>0 bytes
results/real_video_wam_results.csv,csv_parse,pass,CSV parsed,2 rows; 5 columns,
results/real_video_wam_results.csv,csv_nonempty_rows,pass,CSV has data rows,2,>0
results/real_video_wam_results.csv,csv_unique_columns,pass,column names are unique,,
results/repair_axis_importance.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,818,>0 bytes
results/repair_axis_importance.csv,csv_parse,pass,CSV parsed,15 rows; 3 columns,
results/repair_axis_importance.csv,csv_nonempty_rows,pass,CSV has data rows,15,>0
results/repair_axis_importance.csv,csv_unique_columns,pass,column names are unique,,
results/repair_history.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,7060,>0 bytes
results/repair_history.csv,csv_parse,pass,CSV parsed,160 rows; 3 columns,
results/repair_history.csv,csv_nonempty_rows,pass,CSV has data rows,160,>0
results/repair_history.csv,csv_unique_columns,pass,column names are unique,,
results/reset_reliability.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,121,>0 bytes
results/reset_reliability.csv,csv_parse,pass,CSV parsed,1 rows; 5 columns,
results/reset_reliability.csv,csv_nonempty_rows,pass,CSV has data rows,1,>0
results/reset_reliability.csv,csv_unique_columns,pass,column names are unique,,
results/robustness_profiles.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,13594,>0 bytes
results/robustness_profiles.csv,csv_parse,pass,CSV parsed,170 rows; 5 columns,
results/robustness_profiles.csv,csv_nonempty_rows,pass,CSV has data rows,170,>0
results/robustness_profiles.csv,csv_unique_columns,pass,column names are unique,,
results/secondary_metrics_by_method.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1697,>0 bytes
results/secondary_metrics_by_method.csv,csv_parse,pass,CSV parsed,10 rows; 8 columns,
results/secondary_metrics_by_method.csv,csv_nonempty_rows,pass,CSV has data rows,10,>0
results/secondary_metrics_by_method.csv,csv_unique_columns,pass,column names are unique,,
results/self_trained_public_env_benchmark.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,4849,>0 bytes
results/self_trained_public_env_benchmark.csv,csv_parse,pass,CSV parsed,12 rows; 13 columns,
results/self_trained_public_env_benchmark.csv,csv_nonempty_rows,pass,CSV has data rows,12,>0
results/self_trained_public_env_benchmark.csv,csv_unique_columns,pass,column names are unique,,
results/self_trained_public_env_bodybreak.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1059,>0 bytes
results/self_trained_public_env_bodybreak.csv,csv_parse,pass,CSV parsed,8 rows; 8 columns,
results/self_trained_public_env_bodybreak.csv,csv_nonempty_rows,pass,CSV has data rows,8,>0
results/self_trained_public_env_bodybreak.csv,csv_unique_columns,pass,column names are unique,,
results/self_trained_public_env_budget.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,315,>0 bytes
results/self_trained_public_env_budget.csv,csv_parse,pass,CSV parsed,3 rows; 7 columns,
results/self_trained_public_env_budget.csv,csv_nonempty_rows,pass,CSV has data rows,3,>0
results/self_trained_public_env_budget.csv,csv_unique_columns,pass,column names are unique,,
results/self_trained_public_env_training_curve.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1554,>0 bytes
results/self_trained_public_env_training_curve.csv,csv_parse,pass,CSV parsed,14 rows; 9 columns,
results/self_trained_public_env_training_curve.csv,csv_nonempty_rows,pass,CSV has data rows,14,>0
results/self_trained_public_env_training_curve.csv,csv_unique_columns,pass,column names are unique,,
results/sim_env_availability.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,261,>0 bytes
results/sim_env_availability.csv,csv_parse,pass,CSV parsed,3 rows; 5 columns,
results/sim_env_availability.csv,csv_nonempty_rows,pass,CSV has data rows,3,>0
results/sim_env_availability.csv,csv_unique_columns,pass,column names are unique,,
results/simulation_rollout_videos.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1347,>0 bytes
results/simulation_rollout_videos.csv,csv_parse,pass,CSV parsed,3 rows; 14 columns,
results/simulation_rollout_videos.csv,csv_nonempty_rows,pass,CSV has data rows,3,>0
results/simulation_rollout_videos.csv,csv_unique_columns,pass,column names are unique,,
results/source_import_audit.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,29160,>0 bytes
results/source_import_audit.csv,csv_parse,pass,CSV parsed,299 rows; 6 columns,
results/source_import_audit.csv,csv_nonempty_rows,pass,CSV has data rows,299,>0
results/source_import_audit.csv,csv_unique_columns,pass,column names are unique,,
results/submission_ready_audit.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,2384,>0 bytes
results/submission_ready_audit.csv,csv_parse,pass,CSV parsed,15 rows; 5 columns,
results/submission_ready_audit.csv,csv_nonempty_rows,pass,CSV has data rows,15,>0
results/submission_ready_audit.csv,csv_unique_columns,pass,column names are unique,,
results/summary_by_method_bucket.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,4571,>0 bytes
results/summary_by_method_bucket.csv,csv_parse,pass,CSV parsed,30 rows; 11 columns,
results/summary_by_method_bucket.csv,csv_nonempty_rows,pass,CSV has data rows,30,>0
results/summary_by_method_bucket.csv,csv_unique_columns,pass,column names are unique,,
results/task_suite_cards.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1962,>0 bytes
results/task_suite_cards.csv,csv_parse,pass,CSV parsed,8 rows; 6 columns,
results/task_suite_cards.csv,csv_nonempty_rows,pass,CSV has data rows,8,>0
results/task_suite_cards.csv,csv_unique_columns,pass,column names are unique,,
results/threshold_sensitivity.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,66232,>0 bytes
results/threshold_sensitivity.csv,csv_parse,pass,CSV parsed,360 rows; 11 columns,
results/threshold_sensitivity.csv,csv_nonempty_rows,pass,CSV has data rows,360,>0
results/threshold_sensitivity.csv,csv_unique_columns,pass,column names are unique,,
results/trajectory_wam_axis_weights.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,2442,>0 bytes
results/trajectory_wam_axis_weights.csv,csv_parse,pass,CSV parsed,15 rows; 7 columns,
results/trajectory_wam_axis_weights.csv,csv_nonempty_rows,pass,CSV has data rows,15,>0
results/trajectory_wam_axis_weights.csv,csv_unique_columns,pass,column names are unique,,
results/trajectory_wam_eval.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1039,>0 bytes
results/trajectory_wam_eval.csv,csv_parse,pass,CSV parsed,6 rows; 9 columns,
results/trajectory_wam_eval.csv,csv_nonempty_rows,pass,CSV has data rows,6,>0
results/trajectory_wam_eval.csv,csv_unique_columns,pass,column names are unique,,
results/trajectory_wam_rollouts.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,5899222,>0 bytes
results/trajectory_wam_rollouts.csv,csv_parse,pass,CSV parsed,23040 rows; 15 columns,
results/trajectory_wam_rollouts.csv,csv_nonempty_rows,pass,CSV has data rows,23040,>0
results/trajectory_wam_rollouts.csv,csv_unique_columns,pass,column names are unique,,
results/trials.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,344431261,>0 bytes
results/trials.csv,csv_parse,pass,CSV parsed,1152000 rows; 33 columns,
results/trials.csv,csv_nonempty_rows,pass,CSV has data rows,1152000,>0
results/trials.csv,csv_unique_columns,pass,column names are unique,,
results/verifier_calibration.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,149,>0 bytes
results/verifier_calibration.csv,csv_parse,pass,CSV parsed,1 rows; 6 columns,
results/verifier_calibration.csv,csv_nonempty_rows,pass,CSV has data rows,1,>0
results/verifier_calibration.csv,csv_unique_columns,pass,column names are unique,,
results/visual_artifact_audit.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,19709,>0 bytes
results/visual_artifact_audit.csv,csv_parse,pass,CSV parsed,156 rows; 6 columns,
results/visual_artifact_audit.csv,csv_nonempty_rows,pass,CSV has data rows,156,>0
results/visual_artifact_audit.csv,csv_unique_columns,pass,column names are unique,,
results/visual_wam_eval.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1491,>0 bytes
results/visual_wam_eval.csv,csv_parse,pass,CSV parsed,9 rows; 9 columns,
results/visual_wam_eval.csv,csv_nonempty_rows,pass,CSV has data rows,9,>0
results/visual_wam_eval.csv,csv_unique_columns,pass,column names are unique,,
results/visual_wam_feature_weights.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,17950,>0 bytes
results/visual_wam_feature_weights.csv,csv_parse,pass,CSV parsed,329 rows; 3 columns,
results/visual_wam_feature_weights.csv,csv_nonempty_rows,pass,CSV has data rows,329,>0
results/visual_wam_feature_weights.csv,csv_unique_columns,pass,column names are unique,,
results/visual_wam_rollouts.csv,csv_exists_nonempty,pass,CSV exists and is nonempty,1375581,>0 bytes
results/visual_wam_rollouts.csv,csv_parse,pass,CSV parsed,6912 rows; 12 columns,
results/visual_wam_rollouts.csv,csv_nonempty_rows,pass,CSV has data rows,6912,>0
results/visual_wam_rollouts.csv,csv_unique_columns,pass,column names are unique,,
results/trials.csv,required_columns,pass,required columns present,15,
results/trials.csv,exact_row_count,pass,row count matches expected,1152000,1152000
results/trials.csv,non_null:trial_id,pass,required column has no nulls,0,0
results/trials.csv,non_null:phase,pass,required column has no nulls,0,0
results/trials.csv,non_null:task_id,pass,required column has no nulls,0,0
results/trials.csv,non_null:robot_id,pass,required column has no nulls,0,0
results/trials.csv,non_null:method_id,pass,required column has no nulls,0,0
results/trials.csv,non_null:bucket,pass,required column has no nulls,0,0
results/trials.csv,unique_key,pass,"unique key ['trial_id', 'task_id', 'robot_id', 'method_id', 'bucket', 'perturbation_family', 'level'] has no duplicates",0,0
results/trials.csv,required_values:phase,pass,required values present,simulation,simulation
results/trials.csv,required_values:bucket,pass,required values present,"heldout,nominal,seen","nominal,seen,heldout"
results/trials.csv,required_values:method_id,pass,required values present,"bodyshield,domain_randomization,epec,grid_worstcase,human_effect_prior,nominal,oracle,random_tuning,robust_control,sysid_retune","nominal,random_tuning,domain_randomization,grid_worstcase,robust_control,sysid_retune,oracle,human_effect_prior,epec,bodyshield"
results/trials.csv,numeric_range:perturbation_cost,pass,numeric values are within range,min=0; max=1,"[0.0, inf]"
results/trials.csv,numeric_range:success,pass,numeric values are within range,min=0; max=1,"[0.0, 1.0]"
results/trials.csv,numeric_range:execution_time_s,pass,numeric values are within range,min=1.92; max=3.78,"[0.0, inf]"
results/trials.csv,numeric_range:path_length_m,pass,numeric values are within range,min=0.4032; max=0.6804,"[0.0, inf]"
results/trials.csv,numeric_range:workspace_violation,pass,numeric values are within range,min=0; max=1,"[0.0, 1.0]"
results/trials.csv,numeric_range:verifier_confidence,pass,numeric values are within range,min=0.885; max=0.885,"[0.0, 1.0]"
results/breaking_search.csv,required_columns,pass,required columns present,10,
results/breaking_search.csv,exact_row_count,pass,row count matches expected,288,288
results/breaking_search.csv,unique_key,pass,"unique key ['method_id', 'task_id', 'robot_id', 'search_mode'] has no duplicates",0,0
results/breaking_search.csv,required_values:search_mode,pass,required values present,"bodybreak,grid,one_axis,random","random,one_axis,grid,bodybreak"
results/breaking_search.csv,allowed_values:notes,pass,only allowed values present,"found_break,no_break_found_returned_lowest_success","found_break,no_break_found_returned_lowest_success"
results/breaking_search.csv,numeric_range:breaking_cost,pass,numeric values are within range,min=0.256433; max=1.2272,"[0.0, inf]"
results/breaking_search.csv,numeric_range:success_rate,pass,numeric values are within range,min=0.264349; max=0.76094,"[0.0, 1.0]"
results/breaking_search.csv,numeric_range:trials,pass,numeric values are within range,min=49; max=200,"[1.0, 200.0]"
results/bodybreak_minimality_audit.csv,required_columns,pass,required columns present,7,
results/bodybreak_minimality_audit.csv,minimum_row_count,pass,row count meets minimum,12,>=12
results/bodybreak_minimality_audit.csv,numeric_range:bodybreak_cost,pass,numeric values are within range,min=0.256433; max=0.434631,"[0.0, inf]"
results/bodybreak_minimality_audit.csv,numeric_range:dense_candidate_count,pass,numeric values are within range,min=448; max=449,"[1.0, inf]"
results/bodybreak_minimality_audit.csv,numeric_range:confirm_trials,pass,numeric values are within range,min=320; max=320,"[1.0, inf]"
results/summary_by_method_bucket.csv,required_columns,pass,required columns present,7,
results/summary_by_method_bucket.csv,exact_row_count,pass,row count matches expected,30,30
results/summary_by_method_bucket.csv,unique_key,pass,"unique key ['method_id', 'bucket'] has no duplicates",0,0
results/summary_by_method_bucket.csv,required_values:bucket,pass,required values present,"heldout,nominal,seen","nominal,seen,heldout"
results/summary_by_method_bucket.csv,numeric_range:n,pass,numeric values are within range,min=2400; max=67200,"[1.0, inf]"
